cole_area_ubicacion_urbano;cole_bilingue_si;cole_calendario;cole_caracter;cole_cod_depto_ubicacion;cole_genero;cole_jornada;estu_cod_depto_presentacion;estu_edad;estu_genero_m;estu_privado_libertad_si;fami_cuartoshogar;fami_educacionmadre;fami_educacionpadre;fami_estratovivienda;fami_personashogar;fami_tieneautomovil_si;fami_tienecomputador_si;fami_tieneinternet_si;fami_tienelavadora_si;target
0;1;0.8645766230047957;0.8067425381146661;0.0888888888888889;0.07164841457304416;0.5832080738672966;0.0888888888888889;20.45;0;0;dos;postgrado;postgrado;estrato 5;1 a 2;1;1;1;1;1
1;1;0.8645766230047957;0.8067425381146661;0.06666666666666668;0.8930642044234486;0.5832080738672966;0.06666666666666668;21.98;0;0;tres;postgrado;no aplica;estrato 5;1 a 2;1;1;1;1;1
0;0;0.8645766230047957;0.8067425381146661;0.22222222222222224;0.8930642044234486;0.5832080738672966;0.06666666666666668;21.12;1;0;cuatro;educación profesional completa;postgrado;estrato 6;5 a 6;1;1;1;1;1
1;0;0.10700737241428673;0.8067425381146661;0.06666666666666668;0.8930642044234486;0.2903156538544127;0.06666666666666668;21.73;1;0;tres;primaria completa;primaria completa;estrato 4;3 a 4;1;1;1;1;0
1;0;0.10700737241428673;0.07136210722210293;0.9;0.8930642044234486;0.04988905590151027;0.9;19.15;1;0;tres;secundaria (bachillerato) incompleta;primaria incompleta;estrato 1;3 a 4;0;0;1;1;0
1;0;0.8645766230047957;0.8067425381146661;0.06666666666666668;0.8930642044234486;0.5832080738672966;0.06666666666666668;21.74;1;0;tres;postgrado;postgrado;estrato 4;3 a 4;1;1;1;1;1
1;1;0.8645766230047957;0.8067425381146661;0.03333333333333333;0.8930642044234486;0.5832080738672966;0.03333333333333333;20.15;1;0;cuatro;educación profesional incompleta;educación profesional completa;estrato 5;3 a 4;1;1;1;1;1
1;0;0.8645766230047957;0.07136210722210293;0.7888888888888889;0.8930642044234486;0.02297616491303414;0.7888888888888889;19.29;0;0;dos;educación profesional completa;secundaria (bachillerato) completa;estrato 1;9 o más;0;1;1;1;0
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.02311931858850476;0.06666666666666668;19.12;1;0;tres;técnica o tecnológica incompleta;primaria completa;estrato 2;5 a 6;1;1;0;1;1
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;19.81;1;0;cuatro;técnica o tecnológica completa;técnica o tecnológica completa;estrato 3;5 a 6;1;0;1;1;0
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.2903156538544127;0.7888888888888889;20.64;0;0;tres;educación profesional completa;educación profesional incompleta;estrato 3;5 a 6;1;1;1;1;0
0;1;0.8645766230047957;0.8067425381146661;0.6777777777777778;0.8930642044234486;0.5832080738672966;0.6777777777777778;19.55;1;0;cuatro;no sabe;educación profesional completa;estrato 5;3 a 4;1;1;1;1;0
1;0;0.8645766230047957;0.8067425381146661;0.06666666666666668;0.8930642044234486;0.5832080738672966;0.06666666666666668;20.28;0;0;tres;postgrado;postgrado;estrato 6;3 a 4;1;1;1;1;1
0;0;0.8645766230047957;0.8067425381146661;0.22222222222222224;0.8930642044234486;0.5832080738672966;0.06666666666666668;19.17;1;0;dos;educación profesional completa;educación profesional completa;sin estrato;3 a 4;0;1;1;1;1
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;22.64;0;0;cuatro;postgrado;postgrado;estrato 5;3 a 4;1;1;1;1;0
1;0;0.8645766230047957;0.8067425381146661;0.0;0.07164841457304416;0.5832080738672966;0.0;19.73;0;0;cuatro;secundaria (bachillerato) completa;educación profesional incompleta;estrato 6;3 a 4;1;1;1;1;0
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;21.25;1;0;tres;educación profesional completa;educación profesional completa;estrato 4;1 a 2;1;0;1;1;0
1;0;0.8645766230047957;0.11509555507837664;0.7888888888888889;0.8930642044234486;0.2903156538544127;0.7888888888888889;18.21;0;0;dos;educación profesional completa;secundaria (bachillerato) completa;estrato 2;1 a 2;0;1;1;1;0
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;20.01;1;0;tres;educación profesional incompleta;educación profesional completa;estrato 5;3 a 4;1;1;1;1;0
1;0;0.8645766230047957;0.006799799584854341;0.7888888888888889;0.8930642044234486;0.2903156538544127;0.7888888888888889;19.24;0;0;tres;educación profesional completa;técnica o tecnológica completa;estrato 4;3 a 4;1;1;1;1;0
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.035287381003507264;0.5832080738672966;0.7888888888888889;19.36;1;0;dos;educación profesional completa;educación profesional completa;estrato 2;5 a 6;0;0;0;1;0
0;0;0.8645766230047957;0.8067425381146661;0.0888888888888889;0.8930642044234486;0.5832080738672966;0.0888888888888889;20.63;1;0;tres;educación profesional completa;educación profesional completa;estrato 3;3 a 4;1;1;1;1;1
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.2903156538544127;0.7888888888888889;19.68;1;0;dos;técnica o tecnológica completa;secundaria (bachillerato) completa;estrato 3;3 a 4;0;1;1;1;0
1;0;0.10700737241428673;0.8067425381146661;0.06666666666666668;0.8930642044234486;0.02311931858850476;0.06666666666666668;39.25;1;0;tres;secundaria (bachillerato) incompleta;secundaria (bachillerato) incompleta;estrato 2;3 a 4;0;1;1;1;0
1;1;0.8645766230047957;0.8067425381146661;0.06666666666666668;0.07164841457304416;0.5832080738672966;0.06666666666666668;20.94;0;0;cuatro;educación profesional completa;postgrado;estrato 5;3 a 4;1;1;1;1;1
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.2903156538544127;0.7888888888888889;20.62;0;0;dos;educación profesional completa;no sabe;estrato 4;3 a 4;0;0;1;1;0
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.2903156538544127;0.7888888888888889;21.02;1;0;tres;ninguno;secundaria (bachillerato) completa;estrato 2;3 a 4;0;0;1;0;0
1;0;0.8645766230047957;0.07136210722210293;0.15555555555555556;0.8930642044234486;0.2903156538544127;0.15555555555555556;18.81;1;0;cinco;educación profesional incompleta;no sabe;estrato 2;7 a 8;1;1;1;1;0
1;0;0.8645766230047957;0.8067425381146661;0.06666666666666668;0.07164841457304416;0.5832080738672966;0.06666666666666668;20.46;0;0;tres;educación profesional completa;no sabe;estrato 6;3 a 4;1;1;1;1;1
1;0;0.10700737241428673;0.8067425381146661;0.06666666666666668;0.8930642044234486;0.02311931858850476;0.06666666666666668;20.09;0;0;dos;técnica o tecnológica incompleta;técnica o tecnológica completa;estrato 3;5 a 6;1;1;1;0;0
1;0;0.10700737241428673;0.8067425381146661;0.03333333333333333;0.8930642044234486;0.5832080738672966;0.03333333333333333;17.81;1;0;tres;postgrado;postgrado;estrato 4;5 a 6;1;1;1;1;0
1;0;0.8645766230047957;0.8067425381146661;0.15555555555555556;0.8930642044234486;0.2903156538544127;0.15555555555555556;19.08;1;0;dos;educación profesional incompleta;educación profesional completa;estrato 4;3 a 4;0;1;1;1;0
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.035287381003507264;0.5832080738672966;0.7888888888888889;19.87;1;0;tres;educación profesional completa;educación profesional completa;estrato 5;3 a 4;1;1;1;1;1
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;20.28;1;0;cinco;secundaria (bachillerato) completa;secundaria (bachillerato) completa;estrato 3;7 a 8;1;1;1;1;0
0;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.03049173287524157;0.7888888888888889;19.63;1;0;cuatro;educación profesional incompleta;no sabe;estrato 3;5 a 6;0;1;1;1;0
1;0;0.8645766230047957;0.07136210722210293;0.5222222222222223;0.8930642044234486;0.2903156538544127;0.5222222222222223;19.19;1;0;tres;técnica o tecnológica completa;secundaria (bachillerato) incompleta;estrato 2;3 a 4;0;0;1;0;1
1;0;0.8645766230047957;0.11509555507837664;0.7888888888888889;0.8930642044234486;0.2903156538544127;0.7888888888888889;20.59;1;0;tres;educación profesional completa;secundaria (bachillerato) completa;estrato 3;7 a 8;0;1;1;1;0
1;1;0.8645766230047957;0.8067425381146661;0.06666666666666668;0.8930642044234486;0.5832080738672966;0.06666666666666668;20.93;1;0;cuatro;educación profesional completa;educación profesional completa;estrato 6;5 a 6;1;1;1;1;1
0;0;0.8645766230047957;0.8067425381146661;0.06666666666666668;0.035287381003507264;0.5832080738672966;0.06666666666666668;19.14;0;0;tres;postgrado;educación profesional completa;estrato 4;3 a 4;1;1;1;1;0
1;0;0.8645766230047957;0.8067425381146661;0.5222222222222223;0.8930642044234486;0.5832080738672966;0.5222222222222223;20.65;0;0;tres;educación profesional completa;educación profesional completa;estrato 3;3 a 4;1;1;1;1;0
1;0;0.10700737241428673;0.8067425381146661;1.0;0.8930642044234486;0.2903156538544127;0.22222222222222224;19.85;1;0;dos;educación profesional incompleta;secundaria (bachillerato) incompleta;estrato 2;3 a 4;1;1;1;0;0
1;0;0.8645766230047957;0.8067425381146661;0.06666666666666668;0.8930642044234486;0.5832080738672966;0.06666666666666668;20.85;1;0;tres;educación profesional completa;educación profesional completa;estrato 5;5 a 6;1;1;1;1;1
1;0;0.8645766230047957;0.8067425381146661;0.15555555555555556;0.8930642044234486;0.2903156538544127;0.15555555555555556;20.73;0;0;tres;educación profesional completa;educación profesional completa;estrato 3;3 a 4;0;1;1;1;0
1;0;0.8645766230047957;0.11509555507837664;0.7888888888888889;0.07164841457304416;0.2903156538544127;0.7888888888888889;18.97;0;0;dos;secundaria (bachillerato) completa;secundaria (bachillerato) completa;estrato 3;3 a 4;1;1;1;1;1
1;0;0.10700737241428673;0.8067425381146661;0.06666666666666668;0.8930642044234486;0.2903156538544127;0.06666666666666668;20.96;1;0;cuatro;técnica o tecnológica completa;secundaria (bachillerato) completa;estrato 4;5 a 6;1;1;1;1;0
1;0;0.8645766230047957;0.07136210722210293;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;19.35;1;0;tres;secundaria (bachillerato) completa;secundaria (bachillerato) completa;estrato 3;3 a 4;0;1;1;1;0
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;19.75;0;0;tres;educación profesional completa;educación profesional completa;estrato 3;3 a 4;0;1;1;1;1
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;19.49;1;0;dos;educación profesional completa;postgrado;estrato 4;3 a 4;1;1;1;1;1
1;0;0.8645766230047957;0.11509555507837664;0.7888888888888889;0.8930642044234486;0.2903156538544127;0.7888888888888889;19.88;0;0;tres;técnica o tecnológica incompleta;técnica o tecnológica completa;estrato 4;3 a 4;0;1;1;1;0
1;1;0.8645766230047957;0.8067425381146661;0.06666666666666668;0.8930642044234486;0.5832080738672966;0.06666666666666668;20.33;0;0;tres;educación profesional completa;postgrado;estrato 6;3 a 4;1;1;1;1;1
1;0;0.10700737241428673;0.8067425381146661;0.06666666666666668;0.8930642044234486;0.02311931858850476;0.06666666666666668;19.62;1;0;cinco;técnica o tecnológica completa;no sabe;estrato 4;5 a 6;1;1;1;1;0
1;0;0.10700737241428673;0.07136210722210293;0.0888888888888889;0.8930642044234486;0.02311931858850476;0.03333333333333333;24.05;1;0;tres;secundaria (bachillerato) completa;secundaria (bachillerato) completa;estrato 1;5 a 6;0;1;1;1;0
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.2903156538544127;0.7888888888888889;19.5;0;0;cinco;secundaria (bachillerato) incompleta;educación profesional completa;estrato 3;5 a 6;1;1;1;1;0
1;0;0.10700737241428673;0.8067425381146661;0.06666666666666668;0.8930642044234486;0.2903156538544127;0.06666666666666668;18.33;1;0;cuatro;postgrado;no aplica;estrato 4;3 a 4;0;1;1;1;1
1;0;0.8645766230047957;0.8067425381146661;0.06666666666666668;0.8930642044234486;0.5832080738672966;0.06666666666666668;21.0;0;0;cuatro;educación profesional completa;educación profesional incompleta;estrato 4;5 a 6;0;1;1;1;1
1;0;0.8645766230047957;0.11509555507837664;0.7888888888888889;0.8930642044234486;0.2903156538544127;0.7888888888888889;19.6;1;0;tres;postgrado;postgrado;estrato 3;5 a 6;1;1;1;1;0
1;0;0.10700737241428673;0.8067425381146661;0.06666666666666668;0.8930642044234486;0.02311931858850476;0.22222222222222224;27.64;0;0;uno;primaria incompleta;ninguno;estrato 2;1 a 2;0;0;0;1;0
0;1;0.8645766230047957;0.8067425381146661;0.06666666666666668;0.8930642044234486;0.5832080738672966;0.06666666666666668;19.71;0;0;dos;postgrado;postgrado;estrato 3;1 a 2;1;1;1;1;1
0;1;0.8645766230047957;0.8067425381146661;0.0;0.8930642044234486;0.5832080738672966;0.0;20.48;1;0;cuatro;educación profesional completa;educación profesional completa;estrato 5;5 a 6;1;1;1;1;0
1;0;0.8645766230047957;0.11509555507837664;0.7888888888888889;0.8930642044234486;0.2903156538544127;0.7888888888888889;19.24;0;0;tres;educación profesional completa;educación profesional completa;estrato 4;3 a 4;0;1;1;1;0
1;1;0.8645766230047957;0.8067425381146661;0.06666666666666668;0.8930642044234486;0.5832080738672966;0.06666666666666668;21.0;1;0;cuatro;postgrado;postgrado;estrato 6;3 a 4;1;1;1;1;1
1;0;0.028416004580917614;0.8067425381146661;0.22222222222222224;0.8930642044234486;0.02311931858850476;0.22222222222222224;25.53;0;0;tres;secundaria (bachillerato) incompleta;secundaria (bachillerato) incompleta;estrato 3;3 a 4;0;1;1;1;0
0;1;0.8645766230047957;0.8067425381146661;0.0888888888888889;0.07164841457304416;0.5832080738672966;0.0888888888888889;20.63;0;0;tres;postgrado;educación profesional completa;estrato 5;3 a 4;1;1;1;1;1
1;1;0.8645766230047957;0.8067425381146661;0.06666666666666668;0.8930642044234486;0.5832080738672966;0.06666666666666668;21.07;1;0;tres;educación profesional completa;educación profesional completa;estrato 6;3 a 4;1;1;1;1;1
1;0;0.8645766230047957;0.8067425381146661;0.15555555555555556;0.8930642044234486;0.2903156538544127;0.15555555555555556;19.6;1;0;tres;técnica o tecnológica incompleta;educación profesional incompleta;estrato 3;3 a 4;1;1;1;1;1
1;1;0.8645766230047957;0.8067425381146661;0.03333333333333333;0.8930642044234486;0.5832080738672966;0.03333333333333333;20.53;0;0;cinco;educación profesional completa;educación profesional completa;estrato 5;7 a 8;1;1;1;1;0
0;1;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;20.58;0;0;cuatro;educación profesional completa;educación profesional completa;estrato 6;3 a 4;1;1;1;1;1
1;0;0.10700737241428673;0.8067425381146661;0.6777777777777778;0.8930642044234486;0.2903156538544127;0.6777777777777778;19.09;0;0;dos;secundaria (bachillerato) completa;secundaria (bachillerato) completa;estrato 6;1 a 2;1;1;1;1;0
1;0;0.8645766230047957;0.8067425381146661;0.06666666666666668;0.8930642044234486;0.5832080738672966;0.06666666666666668;21.77;1;0;tres;postgrado;postgrado;estrato 4;3 a 4;1;1;1;1;1
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;19.15;1;0;tres;educación profesional completa;educación profesional completa;estrato 4;3 a 4;1;1;1;1;1
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.07164841457304416;0.2903156538544127;0.7888888888888889;19.31;0;0;tres;educación profesional completa;secundaria (bachillerato) completa;estrato 3;3 a 4;1;1;1;1;0
1;0;0.8645766230047957;0.07136210722210293;0.7888888888888889;0.8930642044234486;0.2903156538544127;0.7888888888888889;20.0;0;0;tres;secundaria (bachillerato) completa;secundaria (bachillerato) completa;estrato 3;5 a 6;0;0;1;1;0
1;1;0.8645766230047957;0.8067425381146661;0.06666666666666668;0.8930642044234486;0.5832080738672966;0.06666666666666668;20.53;0;0;tres;educación profesional incompleta;educación profesional completa;estrato 6;3 a 4;1;1;1;1;1
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;19.92;0;0;dos;educación profesional completa;secundaria (bachillerato) incompleta;estrato 4;1 a 2;0;1;1;1;1
0;1;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;21.05;1;0;cuatro;educación profesional completa;educación profesional completa;estrato 6;3 a 4;1;1;1;1;1
1;1;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;20.98;0;0;tres;postgrado;postgrado;estrato 6;3 a 4;1;1;1;1;1
1;0;0.8645766230047957;0.8067425381146661;0.5222222222222223;0.8930642044234486;0.5832080738672966;0.5222222222222223;19.87;0;0;cuatro;no aplica;secundaria (bachillerato) incompleta;estrato 2;3 a 4;1;1;1;1;0
0;1;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;21.11;0;0;cuatro;postgrado;postgrado;estrato 5;3 a 4;1;1;1;1;1
1;0;0.10700737241428673;0.8067425381146661;0.5222222222222223;0.8930642044234486;0.04988905590151027;0.5222222222222223;20.58;1;0;tres;primaria completa;primaria incompleta;estrato 5;7 a 8;1;0;0;0;0
1;0;0.8645766230047957;0.11509555507837664;0.7888888888888889;0.8930642044234486;0.2903156538544127;0.7888888888888889;19.86;0;0;uno;secundaria (bachillerato) incompleta;secundaria (bachillerato) completa;estrato 2;1 a 2;0;1;1;1;0
1;1;0.8645766230047957;0.8067425381146661;0.0888888888888889;0.8930642044234486;0.2903156538544127;0.0888888888888889;19.57;0;0;dos;postgrado;postgrado;estrato 5;3 a 4;1;1;1;1;1
0;1;0.8645766230047957;0.8067425381146661;0.22222222222222224;0.8930642044234486;0.5832080738672966;0.06666666666666668;20.84;0;0;tres;postgrado;educación profesional completa;sin estrato;3 a 4;1;1;1;1;1
1;1;0.8645766230047957;0.8067425381146661;0.06666666666666668;0.8930642044234486;0.5832080738672966;0.06666666666666668;20.47;1;0;tres;educación profesional completa;educación profesional completa;estrato 6;3 a 4;1;1;1;1;1
0;0;0.8645766230047957;0.8067425381146661;0.22222222222222224;0.8930642044234486;0.5832080738672966;0.06666666666666668;20.84;1;0;dos;educación profesional completa;educación profesional completa;estrato 3;3 a 4;1;1;1;1;1
1;1;0.8645766230047957;0.8067425381146661;0.06666666666666668;0.8930642044234486;0.5832080738672966;0.06666666666666668;20.62;0;0;tres;postgrado;postgrado;estrato 6;3 a 4;1;1;1;1;0
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;19.92;1;0;dos;secundaria (bachillerato) completa;educación profesional incompleta;estrato 2;1 a 2;0;1;1;1;0
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;21.22;1;0;tres;postgrado;secundaria (bachillerato) completa;estrato 3;3 a 4;1;1;1;1;1
0;1;0.8645766230047957;0.8067425381146661;0.0;0.8930642044234486;0.5832080738672966;0.0;20.61;0;0;dos;postgrado;educación profesional completa;estrato 4;1 a 2;1;1;1;1;1
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.2903156538544127;0.7888888888888889;19.62;0;0;tres;técnica o tecnológica completa;secundaria (bachillerato) completa;estrato 3;3 a 4;0;1;1;1;0
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.2903156538544127;0.7888888888888889;20.52;1;0;tres;no sabe;postgrado;estrato 3;3 a 4;1;1;1;1;0
1;1;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;19.3;1;0;tres;educación profesional completa;postgrado;estrato 4;3 a 4;1;1;1;1;1
1;1;0.8645766230047957;0.8067425381146661;0.7;0.8930642044234486;0.5832080738672966;0.7;20.74;0;0;cuatro;educación profesional completa;educación profesional completa;estrato 4;1 a 2;1;1;1;1;1
0;1;0.8645766230047957;0.8067425381146661;0.6777777777777778;0.8930642044234486;0.5832080738672966;0.6777777777777778;20.33;1;0;tres;postgrado;postgrado;estrato 6;3 a 4;1;1;1;1;1
1;0;0.8645766230047957;0.11509555507837664;0.7888888888888889;0.8930642044234486;0.2903156538544127;0.7888888888888889;19.72;0;0;tres;secundaria (bachillerato) incompleta;educación profesional completa;estrato 2;3 a 4;0;1;1;1;0
1;0;0.8645766230047957;0.11509555507837664;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;19.55;0;0;tres;secundaria (bachillerato) completa;educación profesional completa;estrato 3;3 a 4;1;1;1;1;0
0;0;0.8645766230047957;0.8067425381146661;0.03333333333333333;0.8930642044234486;0.5832080738672966;0.03333333333333333;20.19;0;0;tres;postgrado;postgrado;estrato 4;3 a 4;1;1;1;1;1
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.2903156538544127;0.7888888888888889;20.1;0;0;dos;educación profesional completa;educación profesional completa;estrato 4;3 a 4;1;1;1;1;1
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;20.92;1;0;dos;no sabe;no sabe;estrato 4;3 a 4;1;1;1;1;0
0;1;0.8645766230047957;0.8067425381146661;0.6777777777777778;0.8930642044234486;0.5832080738672966;0.6777777777777778;20.62;1;0;tres;técnica o tecnológica completa;educación profesional completa;estrato 4;3 a 4;1;1;1;1;1
1;0;0.10700737241428673;0.8067425381146661;0.06666666666666668;0.8930642044234486;0.02311931858850476;0.5;22.58;0;0;uno;educación profesional completa;educación profesional completa;estrato 3;1 a 2;1;1;1;1;0
0;1;0.8645766230047957;0.8067425381146661;0.22222222222222224;0.8930642044234486;0.5832080738672966;0.06666666666666668;20.96;1;0;tres;educación profesional completa;educación profesional completa;estrato 5;3 a 4;1;1;1;1;1
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;19.96;1;0;tres;educación profesional completa;educación profesional completa;estrato 4;3 a 4;1;1;1;1;0
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.2903156538544127;0.7888888888888889;19.24;0;0;tres;educación profesional completa;educación profesional completa;estrato 4;3 a 4;1;1;1;1;0
1;0;0.8645766230047957;0.8067425381146661;0.03333333333333333;0.8930642044234486;0.02297616491303414;0.06666666666666668;19.16;0;0;dos;educación profesional completa;postgrado;estrato 4;3 a 4;1;1;1;1;0
0;0;0.8645766230047957;0.8067425381146661;0.0;0.8930642044234486;0.5832080738672966;0.0;19.95;1;0;tres;educación profesional completa;educación profesional completa;estrato 3;3 a 4;0;1;1;1;0
0;1;0.8645766230047957;0.8067425381146661;0.0888888888888889;0.07164841457304416;0.5832080738672966;0.0888888888888889;20.75;0;0;dos;postgrado;postgrado;estrato 6;3 a 4;1;1;1;1;1
1;1;0.8645766230047957;0.8067425381146661;0.06666666666666668;0.8930642044234486;0.5832080738672966;0.06666666666666668;20.41;1;0;tres;educación profesional completa;no sabe;estrato 5;3 a 4;1;1;1;1;1
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;20.54;0;0;cuatro;técnica o tecnológica completa;educación profesional completa;estrato 3;3 a 4;0;1;1;1;0
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;20.81;1;0;tres;secundaria (bachillerato) completa;primaria incompleta;estrato 4;3 a 4;1;1;1;1;0
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.03049173287524157;0.7888888888888889;19.25;0;0;tres;educación profesional completa;educación profesional completa;estrato 4;3 a 4;1;1;1;1;0
1;0;0.10700737241428673;0.8067425381146661;0.06666666666666668;0.8930642044234486;0.2903156538544127;0.06666666666666668;21.29;1;0;dos;técnica o tecnológica completa;secundaria (bachillerato) incompleta;estrato 2;3 a 4;0;0;1;1;0
1;0;0.10700737241428673;0.8067425381146661;0.0;0.8930642044234486;0.5832080738672966;0.0;19.01;1;0;dos;educación profesional completa;técnica o tecnológica completa;estrato 5;3 a 4;1;1;1;1;0
1;0;0.10700737241428673;0.8067425381146661;0.06666666666666668;0.8930642044234486;0.2903156538544127;0.06666666666666668;22.57;0;0;dos;secundaria (bachillerato) completa;secundaria (bachillerato) incompleta;estrato 3;5 a 6;1;1;1;1;0
1;1;0.8645766230047957;0.8067425381146661;0.7;0.8930642044234486;0.5832080738672966;0.7;20.02;1;0;cuatro;educación profesional completa;educación profesional completa;estrato 3;3 a 4;1;1;1;1;1
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.2903156538544127;0.7888888888888889;19.87;1;0;dos;educación profesional completa;secundaria (bachillerato) incompleta;estrato 3;1 a 2;0;1;1;1;0
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.2903156538544127;0.7888888888888889;19.31;0;0;cuatro;educación profesional completa;técnica o tecnológica incompleta;estrato 4;3 a 4;1;1;1;1;0
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.2903156538544127;0.7888888888888889;20.15;1;0;tres;educación profesional completa;secundaria (bachillerato) completa;estrato 5;3 a 4;1;1;1;1;1
1;1;0.8645766230047957;0.8067425381146661;0.06666666666666668;0.8930642044234486;0.5832080738672966;0.22222222222222224;20.25;0;0;cuatro;educación profesional completa;postgrado;estrato 6;5 a 6;1;1;1;1;1
1;0;0.8645766230047957;0.07136210722210293;0.7888888888888889;0.8930642044234486;0.2903156538544127;0.7888888888888889;19.18;1;0;dos;no sabe;no sabe;estrato 3;3 a 4;1;1;1;1;1
1;1;0.8645766230047957;0.8067425381146661;0.06666666666666668;0.8930642044234486;0.5832080738672966;0.06666666666666668;20.55;0;0;tres;postgrado;postgrado;estrato 6;3 a 4;1;1;1;1;1
1;0;0.8645766230047957;0.8067425381146661;0.0;0.8930642044234486;0.5832080738672966;0.0;19.58;1;0;tres;educación profesional completa;postgrado;estrato 6;5 a 6;1;1;1;1;1
1;0;0.8645766230047957;0.11509555507837664;0.7888888888888889;0.07164841457304416;0.5832080738672966;0.7888888888888889;19.38;0;0;tres;secundaria (bachillerato) completa;secundaria (bachillerato) incompleta;estrato 2;5 a 6;0;1;1;1;1
0;0;0.8645766230047957;0.8067425381146661;0.0;0.8930642044234486;0.5832080738672966;0.0;20.06;0;0;tres;educación profesional completa;educación profesional completa;estrato 4;5 a 6;1;1;1;1;1
0;1;0.8645766230047957;0.8067425381146661;0.22222222222222224;0.8930642044234486;0.5832080738672966;0.06666666666666668;20.63;1;0;cuatro;postgrado;postgrado;estrato 4;3 a 4;1;1;1;1;1
0;1;0.8645766230047957;0.07136210722210293;0.13333333333333333;0.8930642044234486;0.5832080738672966;0.13333333333333333;21.4;0;0;tres;educación profesional completa;postgrado;estrato 5;3 a 4;0;1;1;1;1
0;1;0.8645766230047957;0.8067425381146661;0.0888888888888889;0.8930642044234486;0.5832080738672966;0.0888888888888889;20.8;1;0;dos;técnica o tecnológica incompleta;postgrado;sin estrato;3 a 4;1;1;1;1;1
1;0;0.10700737241428673;0.07136210722210293;0.0;0.8930642044234486;0.5832080738672966;0.0;24.33;0;0;dos;secundaria (bachillerato) completa;primaria completa;estrato 1;3 a 4;0;0;0;0;0
